id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Food and drink,Seat comfort,Checkin service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
2017,Female,Loyal Customer,52,Business Travel,Business,733,3,5,4,5,4,4,0.0,Satisfied
18182,Male,Loyal Customer,51,Business Travel,Eco,346,5,5,5,5,5,13,44.0,Satisfied
98550,Male,Loyal Customer,57,Business Travel,Eco Plus,668,3,3,3,3,3,17,10.0,Neutral or Dissatisfied
5091,Female,Loyal Customer,33,Business Travel,Business,2594,3,3,1,5,1,0,2.0,Satisfied
39639,Female,Loyal Customer,29,Personal Travel,Eco Plus,679,1,5,5,3,5,0,0.0,Neutral or Dissatisfied
25720,Female,Loyal Customer,38,Business Travel,Business,3467,4,1,4,4,3,0,0.0,Neutral or Dissatisfied
77214,Female,Loyal Customer,61,Personal Travel,Business,1590,3,5,5,5,4,0,0.0,Neutral or Dissatisfied
31819,Female,Loyal Customer,55,Business Travel,Business,2762,3,5,5,5,5,0,0.0,Satisfied
79104,Male,Loyal Customer,34,Personal Travel,Eco,226,3,1,1,5,1,6,0.0,Neutral or Dissatisfied
70130,Male,Loyal Customer,59,Business Travel,Eco,150,4,4,4,4,4,0,0.0,Satisfied
100213,Female,Loyal Customer,48,Business Travel,Business,3200,2,4,5,5,4,0,1.0,Satisfied
64208,Female,Loyal Customer,45,Business Travel,Business,853,2,3,4,4,4,0,0.0,Satisfied
101294,Male,Loyal Customer,48,Personal Travel,Eco,763,3,1,1,4,1,0,0.0,Neutral or Dissatisfied
11452,Male,Loyal Customer,52,Business Travel,Business,312,2,4,4,5,3,10,13.0,Satisfied
82951,Male,Loyal Customer,54,Business Travel,Business,957,2,2,5,3,4,5,10.0,Satisfied
46413,Male,Loyal Customer,38,Business Travel,Eco,649,4,4,4,4,4,23,24.0,Satisfied
89593,Male,Loyal Customer,44,Business Travel,Business,1983,1,4,4,3,3,0,0.0,Satisfied
2659,Female,Loyal Customer,54,Business Travel,Business,539,2,3,4,5,4,1,0.0,Satisfied
41480,Female,Disloyal Customer,39,Business Travel,Business,715,5,4,4,2,4,0,0.0,Satisfied
114696,Female,Loyal Customer,33,Business Travel,Business,337,3,3,4,3,3,0,7.0,Satisfied
43988,Female,Loyal Customer,39,Business Travel,Business,3013,0,4,2,4,5,52,52.0,Satisfied
114248,Female,Disloyal Customer,29,Business Travel,Eco,853,2,1,1,1,1,38,32.0,Neutral or Dissatisfied
110227,Female,Loyal Customer,15,Business Travel,Business,1041,2,5,5,3,5,28,32.0,Satisfied
38102,Male,Disloyal Customer,71,Business Travel,Business,1121,3,1,1,4,1,18,4.0,Neutral or Dissatisfied
111294,Male,Disloyal Customer,43,Business Travel,Business,2297,1,2,2,4,2,8,0.0,Neutral or Dissatisfied
18065,Female,Disloyal Customer,56,Business Travel,Eco,205,4,5,5,4,5,0,0.0,Satisfied
83801,Female,Loyal Customer,53,Business Travel,Business,1805,1,2,5,4,4,0,0.0,Satisfied
1043,Male,Loyal Customer,39,Business Travel,Eco,247,5,5,5,2,5,0,0.0,Satisfied
46717,Female,Loyal Customer,55,Personal Travel,Eco,73,3,3,1,4,5,1,0.0,Neutral or Dissatisfied
116903,Male,Loyal Customer,47,Business Travel,Business,3776,2,5,5,3,5,16,8.0,Satisfied
121602,Male,Loyal Customer,39,Personal Travel,Eco,912,3,3,3,3,3,0,0.0,Neutral or Dissatisfied
20501,Female,Loyal Customer,50,Personal Travel,Eco,139,4,3,5,5,3,0,0.0,Neutral or Dissatisfied
11598,Female,Loyal Customer,17,Business Travel,Business,468,2,2,2,2,2,0,0.0,Neutral or Dissatisfied
113037,Female,Loyal Customer,36,Business Travel,Business,1621,5,2,5,5,4,37,18.0,Satisfied
18162,Male,Loyal Customer,58,Personal Travel,Eco,430,3,2,2,1,2,0,6.0,Neutral or Dissatisfied
10240,Female,Loyal Customer,19,Personal Travel,Business,667,5,5,5,5,5,14,0.0,Satisfied
49198,Female,Loyal Customer,47,Business Travel,Business,2052,3,5,4,5,4,5,0.0,Satisfied
4036,Female,Loyal Customer,48,Business Travel,Business,2029,3,4,1,2,5,0,0.0,Satisfied
65112,Male,Loyal Customer,38,Personal Travel,Eco,224,2,4,4,4,4,0,0.0,Neutral or Dissatisfied
14966,Male,Loyal Customer,43,Business Travel,Business,3709,1,4,5,3,3,19,4.0,Satisfied
83442,Male,Loyal Customer,32,Personal Travel,Eco Plus,632,3,3,3,4,3,0,15.0,Neutral or Dissatisfied
34468,Female,Loyal Customer,49,Business Travel,Business,1982,5,1,1,3,4,17,5.0,Satisfied
23865,Male,Loyal Customer,50,Personal Travel,Eco,552,1,5,5,4,5,24,45.0,Neutral or Dissatisfied
93079,Female,Loyal Customer,54,Business Travel,Business,2804,5,4,4,3,5,0,0.0,Satisfied
112604,Male,Loyal Customer,57,Business Travel,Eco,602,2,2,2,2,2,13,0.0,Neutral or Dissatisfied
97855,Female,Loyal Customer,46,Business Travel,Business,1931,1,5,5,4,5,0,0.0,Satisfied
78702,Male,Loyal Customer,36,Business Travel,Business,2891,2,4,5,5,4,13,0.0,Satisfied
126516,Female,Loyal Customer,45,Business Travel,Eco,313,3,4,3,4,2,0,0.0,Neutral or Dissatisfied
60444,Male,Disloyal Customer,40,Business Travel,Business,641,3,2,2,4,2,25,14.0,Neutral or Dissatisfied
102529,Male,Loyal Customer,47,Personal Travel,Eco,407,1,3,3,2,3,0,0.0,Neutral or Dissatisfied
125632,Female,Loyal Customer,57,Business Travel,Business,2015,4,5,4,3,4,0,0.0,Satisfied
67640,Male,Loyal Customer,57,Business Travel,Business,1464,4,2,4,3,3,0,0.0,Satisfied
95975,Female,Disloyal Customer,47,Business Travel,Eco,1090,4,5,5,4,5,0,0.0,Neutral or Dissatisfied
86935,Male,Loyal Customer,51,Personal Travel,Eco Plus,352,2,2,2,4,2,3,3.0,Neutral or Dissatisfied
2679,Female,Loyal Customer,64,Personal Travel,Eco,622,3,3,4,2,5,109,,Neutral or Dissatisfied
33441,Female,Loyal Customer,57,Personal Travel,Eco,2355,4,4,2,2,2,0,11.0,Neutral or Dissatisfied
14240,Male,Disloyal Customer,28,Business Travel,Eco,1027,4,3,3,3,3,0,0.0,Neutral or Dissatisfied
74065,Male,Loyal Customer,51,Business Travel,Business,641,1,3,4,5,4,35,20.0,Satisfied
88602,Female,Loyal Customer,18,Personal Travel,Eco,240,2,3,1,5,3,32,27.0,Neutral or Dissatisfied
67955,Male,Loyal Customer,23,Business Travel,Business,1464,3,5,5,4,5,0,0.0,Satisfied
22073,Female,Loyal Customer,42,Personal Travel,Eco,304,3,3,5,4,4,0,0.0,Neutral or Dissatisfied
77732,Male,Loyal Customer,47,Business Travel,Business,3105,1,2,4,4,1,0,0.0,Neutral or Dissatisfied
88673,Male,Loyal Customer,64,Personal Travel,Eco,594,1,2,2,2,2,24,18.0,Neutral or Dissatisfied
127569,Male,Disloyal Customer,20,Business Travel,Eco,1178,3,5,5,2,5,0,0.0,Satisfied
67281,Male,Loyal Customer,30,Personal Travel,Eco,1119,3,2,2,1,2,0,0.0,Neutral or Dissatisfied
77253,Female,Loyal Customer,23,Personal Travel,Eco,1590,4,3,3,5,3,0,0.0,Neutral or Dissatisfied
97425,Female,Loyal Customer,43,Personal Travel,Eco,587,1,4,3,1,2,2,0.0,Neutral or Dissatisfied
87766,Female,Disloyal Customer,24,Business Travel,Business,214,5,3,3,4,3,0,0.0,Satisfied
118265,Female,Loyal Customer,48,Business Travel,Eco Plus,1972,3,4,3,3,2,59,58.0,Neutral or Dissatisfied
48874,Male,Loyal Customer,34,Business Travel,Business,109,5,4,5,3,3,0,0.0,Satisfied
108135,Male,Loyal Customer,19,Business Travel,Eco,1166,3,3,1,2,3,15,1.0,Neutral or Dissatisfied
10782,Male,Loyal Customer,44,Business Travel,Business,1778,5,5,4,3,4,0,0.0,Satisfied
14305,Female,Loyal Customer,45,Business Travel,Eco,175,3,3,3,4,1,25,6.0,Neutral or Dissatisfied
97194,Male,Loyal Customer,39,Personal Travel,Eco,1497,4,1,1,5,1,0,0.0,Neutral or Dissatisfied
30322,Female,Loyal Customer,55,Business Travel,Eco,391,3,4,3,2,1,0,3.0,Satisfied
26577,Male,Disloyal Customer,23,Business Travel,Eco,515,2,1,1,3,1,0,0.0,Neutral or Dissatisfied
28351,Female,Loyal Customer,17,Personal Travel,Eco,867,4,4,4,4,4,0,0.0,Neutral or Dissatisfied
30487,Female,Loyal Customer,48,Business Travel,Business,516,2,2,4,1,2,11,23.0,Neutral or Dissatisfied
67445,Female,Loyal Customer,34,Personal Travel,Eco,769,3,5,2,4,5,10,14.0,Neutral or Dissatisfied
7996,Male,Loyal Customer,47,Business Travel,Business,3306,1,3,3,1,4,0,0.0,Neutral or Dissatisfied
129229,Female,Loyal Customer,53,Business Travel,Business,1504,5,3,5,4,5,0,0.0,Satisfied
45250,Female,Loyal Customer,52,Personal Travel,Eco Plus,1013,1,2,3,5,5,5,0.0,Neutral or Dissatisfied
98767,Female,Loyal Customer,17,Personal Travel,Eco,2075,2,1,1,4,1,0,4.0,Neutral or Dissatisfied
69531,Female,Loyal Customer,47,Business Travel,Business,2475,5,4,4,4,4,0,0.0,Satisfied
99630,Male,Loyal Customer,18,Personal Travel,Eco,1085,4,4,3,3,4,0,0.0,Satisfied
39218,Male,Loyal Customer,32,Business Travel,Business,2558,0,5,5,1,5,0,6.0,Satisfied
22572,Male,Loyal Customer,38,Business Travel,Business,1833,2,5,5,3,2,4,0.0,Satisfied
110743,Female,Loyal Customer,40,Business Travel,Business,3567,2,5,5,5,3,0,0.0,Satisfied
1548,Male,Loyal Customer,38,Personal Travel,Eco,862,4,3,3,5,3,0,0.0,Satisfied
126235,Female,Disloyal Customer,25,Business Travel,Eco,328,4,5,5,5,5,0,0.0,Neutral or Dissatisfied
2530,Female,Loyal Customer,39,Business Travel,Business,2713,4,4,4,3,5,0,0.0,Satisfied
101447,Female,Disloyal Customer,44,Business Travel,Business,345,2,2,1,4,2,0,0.0,Neutral or Dissatisfied
124500,Female,Loyal Customer,36,Business Travel,Business,3062,1,3,4,4,5,2,0.0,Satisfied
89963,Female,Loyal Customer,28,Personal Travel,Eco,1310,1,1,1,5,1,0,0.0,Neutral or Dissatisfied
7705,Male,Loyal Customer,30,Personal Travel,Eco,604,2,2,2,4,2,0,0.0,Neutral or Dissatisfied
112009,Female,Loyal Customer,21,Personal Travel,Eco Plus,533,2,5,5,4,5,39,43.0,Neutral or Dissatisfied
20593,Male,Loyal Customer,47,Business Travel,Eco Plus,565,5,5,5,1,5,0,0.0,Satisfied
77827,Male,Loyal Customer,21,Personal Travel,Eco,813,3,1,5,5,1,91,80.0,Neutral or Dissatisfied
32854,Female,Loyal Customer,44,Personal Travel,Eco,216,4,1,2,3,3,0,2.0,Satisfied
111024,Male,Loyal Customer,30,Business Travel,Business,3046,2,2,2,2,2,48,38.0,Neutral or Dissatisfied
60503,Male,Loyal Customer,45,Personal Travel,Eco,862,4,3,3,4,3,8,12.0,Satisfied
33829,Male,Disloyal Customer,22,Business Travel,Eco,722,4,2,2,4,2,0,0.0,Neutral or Dissatisfied
61893,Female,Loyal Customer,43,Business Travel,Business,2521,2,5,5,3,3,0,0.0,Satisfied
112924,Male,Loyal Customer,8,Personal Travel,Eco,1129,0,2,2,3,2,4,2.0,Satisfied
93713,Male,Loyal Customer,30,Personal Travel,Eco,689,1,3,3,3,3,0,0.0,Neutral or Dissatisfied
88987,Female,Loyal Customer,61,Personal Travel,Eco,1199,1,5,4,2,1,0,0.0,Neutral or Dissatisfied
35022,Male,Loyal Customer,55,Personal Travel,Eco,740,3,4,4,4,4,0,0.0,Neutral or Dissatisfied
58192,Male,Loyal Customer,62,Business Travel,Business,2741,1,3,4,5,3,16,0.0,Satisfied
2177,Male,Loyal Customer,40,Business Travel,Eco,685,4,4,4,3,4,0,13.0,Neutral or Dissatisfied
10302,Male,Loyal Customer,58,Business Travel,Business,216,3,4,5,5,5,11,0.0,Satisfied
29611,Female,Loyal Customer,29,Business Travel,Business,3058,4,4,4,4,4,0,0.0,Satisfied
43771,Male,Disloyal Customer,24,Business Travel,Eco,481,3,2,2,2,2,10,0.0,Neutral or Dissatisfied
50192,Female,Disloyal Customer,40,Business Travel,Business,156,3,3,3,4,3,8,2.0,Neutral or Dissatisfied
81645,Female,Loyal Customer,33,Business Travel,Business,2760,4,2,5,5,5,0,0.0,Satisfied
82343,Female,Loyal Customer,56,Business Travel,Business,453,5,4,4,4,4,0,34.0,Satisfied
65168,Female,Loyal Customer,57,Personal Travel,Eco,224,5,1,3,3,4,0,0.0,Satisfied
27990,Male,Loyal Customer,22,Business Travel,Eco,1616,4,4,3,3,4,0,0.0,Satisfied
83133,Male,Loyal Customer,41,Personal Travel,Eco,1084,2,3,3,3,3,0,18.0,Neutral or Dissatisfied
86794,Female,Loyal Customer,47,Business Travel,Business,692,4,4,4,3,3,0,0.0,Satisfied
95926,Male,Disloyal Customer,13,Business Travel,Eco,1031,4,1,1,3,1,0,0.0,Neutral or Dissatisfied
42700,Female,Loyal Customer,24,Personal Travel,Eco,516,1,5,5,3,5,0,0.0,Neutral or Dissatisfied
92113,Male,Loyal Customer,62,Personal Travel,Eco,1535,3,3,3,5,3,0,0.0,Neutral or Dissatisfied
76735,Female,Loyal Customer,34,Personal Travel,Eco Plus,534,3,2,2,5,2,12,0.0,Neutral or Dissatisfied
89815,Male,Loyal Customer,53,Business Travel,Eco Plus,944,2,2,2,1,2,9,10.0,Neutral or Dissatisfied
123529,Female,Loyal Customer,56,Business Travel,Business,2296,5,4,4,3,4,0,0.0,Satisfied
115354,Female,Loyal Customer,25,Business Travel,Business,296,2,2,2,2,2,21,14.0,Neutral or Dissatisfied
57018,Female,Loyal Customer,11,Personal Travel,Eco,2565,2,5,5,2,5,0,0.0,Neutral or Dissatisfied
71092,Male,Loyal Customer,31,Business Travel,Eco Plus,802,2,2,2,2,2,0,0.0,Neutral or Dissatisfied
117667,Female,Loyal Customer,28,Personal Travel,Eco,1449,2,2,2,5,2,42,56.0,Neutral or Dissatisfied
47240,Female,Loyal Customer,62,Personal Travel,Eco Plus,748,1,3,5,2,3,0,0.0,Neutral or Dissatisfied
31634,Female,Loyal Customer,30,Business Travel,Business,3325,2,5,5,4,5,2,9.0,Satisfied
88741,Male,Loyal Customer,35,Personal Travel,Eco,404,2,1,1,5,1,0,4.0,Neutral or Dissatisfied
69712,Female,Loyal Customer,66,Business Travel,Business,1372,2,3,4,3,5,0,0.0,Satisfied
69871,Female,Loyal Customer,62,Personal Travel,Eco Plus,1055,2,3,5,3,4,0,0.0,Neutral or Dissatisfied
6346,Female,Loyal Customer,31,Business Travel,Business,2118,1,1,1,1,1,0,51.0,Neutral or Dissatisfied
84272,Female,Loyal Customer,27,Business Travel,Business,334,5,5,5,4,5,0,0.0,Satisfied
129144,Female,Loyal Customer,29,Business Travel,Business,1559,4,4,4,5,4,0,0.0,Satisfied
44466,Male,Disloyal Customer,40,Business Travel,Eco,196,2,2,2,5,2,0,0.0,Neutral or Dissatisfied
34742,Female,Loyal Customer,32,Business Travel,Eco,209,5,5,5,3,5,0,0.0,Satisfied
20670,Male,Loyal Customer,51,Business Travel,Business,3504,1,1,3,4,1,0,7.0,Neutral or Dissatisfied
75187,Female,Loyal Customer,26,Business Travel,Business,1846,1,4,4,3,4,0,0.0,Satisfied
39485,Female,Disloyal Customer,41,Business Travel,Business,467,3,1,1,1,1,6,0.0,Neutral or Dissatisfied
6094,Female,Loyal Customer,51,Personal Travel,Eco Plus,693,4,2,4,2,3,0,0.0,Neutral or Dissatisfied
103860,Female,Loyal Customer,33,Personal Travel,Eco,882,5,4,5,5,4,0,6.0,Satisfied
82341,Female,Loyal Customer,39,Business Travel,Business,453,4,3,5,5,5,0,0.0,Satisfied
49597,Male,Loyal Customer,57,Business Travel,Business,3815,3,3,5,1,2,0,5.0,Satisfied
19364,Male,Loyal Customer,45,Business Travel,Business,3908,2,5,5,4,4,15,8.0,Satisfied
95811,Female,Loyal Customer,20,Personal Travel,Eco,1050,1,3,3,4,3,0,,Neutral or Dissatisfied
69784,Female,Disloyal Customer,27,Business Travel,Business,1345,5,3,3,5,3,0,0.0,Satisfied
95636,Female,Loyal Customer,57,Personal Travel,Eco,670,1,3,5,5,5,55,62.0,Neutral or Dissatisfied
50263,Female,Loyal Customer,30,Business Travel,Business,209,2,3,2,3,3,43,43.0,Neutral or Dissatisfied
122841,Female,Loyal Customer,59,Business Travel,Business,2078,3,4,4,3,4,11,16.0,Satisfied
36985,Female,Disloyal Customer,20,Business Travel,Eco,899,2,5,2,2,5,107,99.0,Neutral or Dissatisfied
44403,Male,Loyal Customer,12,Personal Travel,Eco,323,1,4,4,1,4,0,0.0,Neutral or Dissatisfied
97735,Male,Loyal Customer,48,Business Travel,Business,3633,5,4,4,4,5,36,28.0,Satisfied
101112,Female,Loyal Customer,53,Business Travel,Business,583,1,2,4,4,3,8,0.0,Satisfied
68965,Female,Loyal Customer,60,Business Travel,Business,1751,3,4,4,5,5,0,5.0,Satisfied
98688,Female,Loyal Customer,68,Personal Travel,Eco,966,1,5,5,4,4,34,36.0,Neutral or Dissatisfied
66588,Female,Disloyal Customer,26,Business Travel,Business,761,5,1,1,4,1,7,1.0,Satisfied
46818,Male,Loyal Customer,54,Business Travel,Eco,916,5,5,5,2,5,5,0.0,Satisfied
87635,Male,Loyal Customer,37,Business Travel,Business,3856,2,2,4,5,5,0,0.0,Satisfied
60638,Female,Loyal Customer,59,Business Travel,Business,1620,3,2,5,4,5,50,43.0,Satisfied
92863,Female,Loyal Customer,48,Business Travel,Business,2519,3,3,5,4,3,0,0.0,Satisfied
4731,Male,Loyal Customer,58,Business Travel,Business,888,2,3,4,4,4,0,0.0,Satisfied
18549,Female,Loyal Customer,36,Business Travel,Business,1891,0,3,5,4,2,0,5.0,Satisfied
97646,Female,Loyal Customer,50,Business Travel,Eco,1587,3,5,4,3,1,0,0.0,Neutral or Dissatisfied
115526,Male,Loyal Customer,54,Business Travel,Eco,296,3,3,3,2,3,43,38.0,Neutral or Dissatisfied
36926,Female,Loyal Customer,37,Business Travel,Eco,867,4,4,4,3,4,3,0.0,Satisfied
75493,Male,Loyal Customer,39,Business Travel,Business,2585,1,3,5,3,3,3,0.0,Satisfied
66970,Female,Loyal Customer,42,Business Travel,Business,1924,5,5,4,3,3,0,0.0,Satisfied
92158,Male,Loyal Customer,38,Personal Travel,Eco Plus,1535,3,1,1,3,1,11,24.0,Neutral or Dissatisfied
37878,Female,Loyal Customer,35,Business Travel,Eco,937,4,4,4,5,4,0,0.0,Satisfied
95769,Male,Loyal Customer,33,Personal Travel,Eco,237,2,5,5,4,5,16,9.0,Neutral or Dissatisfied
106937,Female,Loyal Customer,53,Business Travel,Business,3754,2,4,2,1,4,1,19.0,Neutral or Dissatisfied
73767,Male,Loyal Customer,25,Personal Travel,Eco,192,4,3,3,3,3,26,12.0,Neutral or Dissatisfied
120854,Male,Loyal Customer,31,Personal Travel,Business,1013,2,1,1,2,1,0,0.0,Neutral or Dissatisfied
52147,Female,Disloyal Customer,37,Business Travel,Business,370,2,4,4,4,4,0,2.0,Neutral or Dissatisfied
98864,Female,Loyal Customer,42,Personal Travel,Eco,1751,1,4,2,3,4,84,78.0,Neutral or Dissatisfied
81519,Female,Loyal Customer,41,Business Travel,Business,3959,2,2,4,5,3,60,70.0,Satisfied
46466,Male,Loyal Customer,55,Business Travel,Business,2948,4,2,4,5,5,0,0.0,Satisfied
58559,Female,Loyal Customer,21,Personal Travel,Eco,1514,1,4,4,5,4,35,22.0,Neutral or Dissatisfied
27463,Male,Disloyal Customer,25,Business Travel,Eco,1050,2,4,4,3,4,44,43.0,Neutral or Dissatisfied
106304,Male,Loyal Customer,45,Business Travel,Business,1734,3,2,5,3,3,0,0.0,Satisfied
33671,Female,Loyal Customer,57,Personal Travel,Eco Plus,474,4,5,3,4,2,6,0.0,Neutral or Dissatisfied
114740,Male,Disloyal Customer,39,Business Travel,Business,337,2,2,2,5,2,78,90.0,Neutral or Dissatisfied
49797,Male,Loyal Customer,64,Business Travel,Eco,109,1,1,1,1,1,0,0.0,Neutral or Dissatisfied
15107,Male,Loyal Customer,60,Personal Travel,Eco,224,4,4,4,3,4,21,11.0,Neutral or Dissatisfied
45294,Female,Loyal Customer,35,Business Travel,Business,1993,4,4,3,3,3,136,184.0,Satisfied
13572,Female,Loyal Customer,44,Personal Travel,Eco,152,3,3,5,3,4,35,35.0,Neutral or Dissatisfied
64148,Male,Loyal Customer,45,Business Travel,Business,989,1,5,4,5,3,0,0.0,Satisfied
27410,Male,Loyal Customer,54,Business Travel,Business,954,3,3,4,1,3,0,0.0,Neutral or Dissatisfied
80373,Male,Disloyal Customer,18,Business Travel,Business,368,3,4,4,4,4,0,0.0,Neutral or Dissatisfied
4440,Male,Loyal Customer,22,Personal Travel,Eco,762,1,4,4,4,4,0,0.0,Neutral or Dissatisfied
5323,Female,Loyal Customer,14,Personal Travel,Eco Plus,351,3,3,4,4,3,0,0.0,Neutral or Dissatisfied
37427,Female,Disloyal Customer,16,Business Travel,Eco,1097,1,2,5,4,2,0,0.0,Neutral or Dissatisfied
43255,Male,Disloyal Customer,38,Business Travel,Eco,387,3,5,1,5,5,0,0.0,Neutral or Dissatisfied
103431,Female,Loyal Customer,67,Personal Travel,Eco,237,2,2,5,3,3,12,4.0,Neutral or Dissatisfied
110893,Male,Loyal Customer,60,Business Travel,Business,2223,3,4,4,3,5,1,0.0,Satisfied
68306,Female,Loyal Customer,69,Personal Travel,Eco,1797,3,5,4,4,5,0,0.0,Neutral or Dissatisfied
124079,Male,Loyal Customer,27,Personal Travel,Eco,80,1,5,2,1,5,9,17.0,Neutral or Dissatisfied
15026,Male,Disloyal Customer,21,Business Travel,Eco,576,2,2,5,5,5,200,208.0,Neutral or Dissatisfied
371,Male,Loyal Customer,50,Business Travel,Business,482,4,3,5,5,5,0,3.0,Satisfied
103907,Male,Disloyal Customer,37,Business Travel,Business,770,1,4,4,3,4,14,17.0,Neutral or Dissatisfied
39014,Male,Loyal Customer,36,Business Travel,Business,230,3,5,1,3,4,20,14.0,Neutral or Dissatisfied
18122,Female,Loyal Customer,44,Business Travel,Business,120,0,4,3,5,3,0,0.0,Satisfied
65758,Female,Loyal Customer,39,Personal Travel,Eco,936,3,4,4,5,4,1,0.0,Neutral or Dissatisfied
100047,Male,Loyal Customer,45,Personal Travel,Eco,289,0,4,4,4,4,0,0.0,Satisfied
122461,Male,Loyal Customer,53,Business Travel,Business,808,5,2,5,5,4,5,12.0,Satisfied
98115,Male,Loyal Customer,52,Business Travel,Business,472,4,4,4,4,5,48,36.0,Satisfied
42721,Male,Loyal Customer,29,Personal Travel,Eco,912,2,4,2,5,4,5,0.0,Neutral or Dissatisfied
63897,Female,Loyal Customer,22,Business Travel,Business,1212,3,3,3,1,3,0,0.0,Neutral or Dissatisfied
119689,Male,Disloyal Customer,39,Business Travel,Business,1303,5,5,5,3,5,0,0.0,Satisfied
70035,Male,Disloyal Customer,25,Business Travel,Business,583,3,4,4,4,4,0,0.0,Neutral or Dissatisfied
89999,Female,Loyal Customer,41,Business Travel,Business,1127,2,2,4,3,4,0,0.0,Satisfied
119621,Male,Loyal Customer,58,Business Travel,Eco,335,1,1,1,2,1,0,0.0,Neutral or Dissatisfied
77786,Male,Loyal Customer,39,Personal Travel,Eco,731,2,3,3,3,3,4,0.0,Neutral or Dissatisfied
32404,Female,Loyal Customer,49,Business Travel,Eco,163,4,5,4,1,1,0,0.0,Satisfied
19022,Male,Loyal Customer,53,Personal Travel,Eco,788,1,1,1,4,1,0,13.0,Neutral or Dissatisfied
34119,Female,Loyal Customer,18,Business Travel,Eco,1046,0,4,5,4,4,0,0.0,Satisfied
49477,Female,Loyal Customer,31,Business Travel,Eco,110,0,2,2,4,2,0,7.0,Satisfied
125246,Female,Disloyal Customer,23,Business Travel,Eco,427,4,3,5,4,3,0,5.0,Satisfied
36572,Male,Loyal Customer,55,Business Travel,Eco,1121,5,5,5,4,5,105,95.0,Satisfied
43303,Female,Loyal Customer,38,Business Travel,Eco,358,5,5,5,4,5,0,0.0,Satisfied
14237,Male,Loyal Customer,76,Business Travel,Business,890,3,4,3,5,3,0,0.0,Satisfied
12754,Female,Loyal Customer,9,Personal Travel,Eco,721,4,1,2,5,1,0,0.0,Neutral or Dissatisfied
110440,Female,Loyal Customer,59,Personal Travel,Eco,787,4,5,4,5,5,11,0.0,Satisfied
83585,Male,Loyal Customer,33,Personal Travel,Eco,936,2,5,1,4,5,1,25.0,Neutral or Dissatisfied
33736,Female,Loyal Customer,68,Personal Travel,Eco,667,0,5,4,3,3,0,0.0,Satisfied
79469,Male,Loyal Customer,68,Personal Travel,Eco,1183,1,3,3,3,3,37,80.0,Neutral or Dissatisfied
113117,Male,Loyal Customer,9,Personal Travel,Eco,569,3,4,4,5,4,0,0.0,Neutral or Dissatisfied
76580,Male,Loyal Customer,36,Business Travel,Eco,547,2,2,2,1,2,1,0.0,Neutral or Dissatisfied
67439,Female,Loyal Customer,36,Business Travel,Eco,241,2,2,2,1,2,31,15.0,Neutral or Dissatisfied
104522,Female,Loyal Customer,37,Business Travel,Business,3144,1,5,4,3,3,0,0.0,Satisfied
115087,Female,Loyal Customer,39,Business Travel,Business,2158,3,5,4,5,3,0,0.0,Satisfied
127513,Male,Loyal Customer,44,Business Travel,Business,1814,4,4,5,4,4,0,0.0,Satisfied
10431,Male,Loyal Customer,48,Business Travel,Business,316,3,3,5,4,4,0,0.0,Satisfied
25956,Female,Loyal Customer,23,Business Travel,Eco,946,5,5,3,3,5,30,25.0,Satisfied
19136,Female,Disloyal Customer,58,Business Travel,Eco Plus,265,2,3,3,4,3,0,3.0,Neutral or Dissatisfied
107238,Male,Loyal Customer,25,Business Travel,Business,283,0,3,3,5,3,16,22.0,Satisfied
99549,Male,Disloyal Customer,21,Business Travel,Business,802,4,3,3,5,3,122,105.0,Satisfied
96310,Female,Loyal Customer,43,Business Travel,Business,2290,3,5,5,3,3,0,0.0,Satisfied
20738,Female,Loyal Customer,40,Business Travel,Eco,363,5,5,5,4,5,0,0.0,Satisfied
19624,Female,Loyal Customer,56,Business Travel,Business,1669,0,3,5,3,4,82,78.0,Satisfied
110822,Female,Loyal Customer,42,Personal Travel,Eco,997,2,4,4,4,4,4,19.0,Neutral or Dissatisfied
129324,Female,Loyal Customer,68,Business Travel,Eco,2475,1,5,4,1,2,0,0.0,Neutral or Dissatisfied
116819,Male,Disloyal Customer,21,Business Travel,Business,370,0,5,5,5,5,1,0.0,Satisfied
60577,Female,Disloyal Customer,38,Business Travel,Eco,1290,2,4,4,4,4,1,0.0,Neutral or Dissatisfied
3066,Male,Loyal Customer,37,Personal Travel,Business,594,2,2,4,1,1,0,11.0,Neutral or Dissatisfied
36394,Female,Loyal Customer,47,Business Travel,Business,2381,1,2,4,1,1,0,0.0,Neutral or Dissatisfied
78078,Female,Loyal Customer,46,Business Travel,Business,1574,2,3,4,4,5,30,38.0,Satisfied
50299,Female,Disloyal Customer,22,Business Travel,Business,134,1,1,1,4,1,0,5.0,Neutral or Dissatisfied
81800,Male,Loyal Customer,57,Business Travel,Business,1310,2,4,4,4,4,0,0.0,Satisfied
16493,Male,Loyal Customer,36,Business Travel,Business,2162,3,3,4,1,3,14,1.0,Neutral or Dissatisfied
95048,Female,Loyal Customer,47,Personal Travel,Eco,239,2,1,5,5,3,0,4.0,Neutral or Dissatisfied
93697,Male,Loyal Customer,8,Personal Travel,Eco,1452,4,4,4,3,4,0,0.0,Neutral or Dissatisfied
87717,Male,Loyal Customer,41,Business Travel,Business,1523,1,3,4,3,3,0,0.0,Satisfied
